,0,1,2
0,644.1517261577742,-464.22912939833446,-9.639172794771834
1,620.7363334891473,-506.5915323429988,-16.625160683805774
2,607.7880272883509,-525.7138689348458,-20.22850904731441
3,596.7991820389103,-530.4747685034621,-25.10621261829775
4,606.0556558358965,-513.7110807573724,-23.335194878677942
5,618.36783988042,-496.25822213662565,-18.57299745912024
6,627.3611030116011,-479.88777967878644,-12.861641230120409
7,640.6881365021335,-452.2314578316088,-6.358492582888157
8,644.1863191981876,-444.8470139178598,-5.502998202405153
9,0.0,0.0,0.0
10,683.9854339268389,-376.6212854514661,6.717193655809853
11,721.3764037657588,-317.727108341641,16.901134475422236
12,739.2475548795078,-281.3236614343198,22.568237024187518
13,762.6035380610906,-227.39612266162064,30.471058850031273
14,777.6228031459636,-177.0465421580635,37.27461380942759
15,786.458324863188,-160.05766174177435,43.901146903094784
16,800.9306833502978,-139.05284996543188,53.528348454448114
17,868.9209129558552,-8.437727801761914,78.15066711743451
18,867.0732413065592,24.72981472682262,60.38023024759169
19,862.5502025328103,33.5171740098638,61.7515987326384
20,859.6173274027071,35.00297918212556,71.55981798969127
21,847.3363100147337,-0.6049711624248248,89.5232003829216
22,818.1957442926597,-55.08390908825184,79.24300304026261
23,791.2489249655464,-108.03927814933444,70.2334803149091
24,761.4464654068081,-119.08739793156758,61.44798287758385
25,749.6386082695532,-114.98121903368786,59.28711102586526
26,737.8100014164044,-132.60959308533577,54.60566576764269
27,733.0596011419384,-163.09288645722097,46.330399273665876
28,732.2927447953563,-212.28176189834022,36.51123153468135
29,743.8229207075772,-229.67468333522768,35.20508970406861
30,780.5054612150578,-165.42556658054613,50.44583859086713
31,836.0843093254484,-86.88168824258943,75.4658636290977
32,411.30306573131895,-288.26662163772426,-84.20753290989869
33,524.3012053123094,-542.4673491515721,-143.5608019506788
34,615.4829052294228,-618.7260113842976,-159.05466328712245
35,666.9976088892063,-609.3114991958423,-155.21185342449624
36,418.9076440037489,-434.9384993027811,-127.05896056229713
37,468.68153146756123,-492.22972758801905,-136.8498882658113
38,421.58376981486526,-483.8715677860707,-137.5320137165449
39,349.2070125415405,-406.91574954138633,-127.77544921665466
40,584.2127533858767,-241.14167036918897,-55.00370075581055
41,844.1248364423268,-129.3438887455534,34.72639583039962
42,847.1269343144545,-161.43515890588196,58.039198953470965
43,815.3797156540404,-242.24921827454597,46.27342092816809
44,773.3157494412973,-301.1722318290987,32.068759958357624
45,755.7506557814957,-277.89196689129756,24.71693748084525
46,725.7116944629048,-309.7408504327265,13.770658106704797
47,698.5378456220242,-360.0271444780858,5.406646427521417
48,656.6564976835822,-446.29277540613253,-8.426391835538222
49,616.2618958076165,-524.4854541130444,-20.425823389804926
50,584.1991889000349,-570.6768737438122,-28.67869943256355
51,583.0950231498051,-566.336140288844,-28.281123886050644
