,0,1,2
0,1.0499999999239904,1.0482369897992017,1.0471277291792365
1,1.049999997017349,1.048058944114043,1.0470946938498036
2,1.0499999985524002,1.0479923827287452,1.0470840129291978
3,1.0499999985892614,1.0479909059968715,1.0470905527942562
4,1.0499999964644748,1.048067532565868,1.0470972325716954
5,1.0499999999769634,1.0481287309791036,1.0470634366176745
6,1.0499999971793876,1.0481764645140292,1.0469864868204346
7,1.049999998691103,1.0482766760054867,1.0469209230592806
8,1.0499999979873673,1.0482911793600462,1.0469238402412546
9,0.0,0.0,0.0
10,1.0499999999188296,1.048529814530114,1.0469164199429792
11,1.0499999983917954,1.048757939423945,1.046956085030038
12,1.0499999998963705,1.048839951316686,1.0469847789469966
13,1.0499999999386205,1.0489331449082608,1.0470148329319462
14,1.049999988877793,1.049014792913856,1.0470397341552056
15,1.049999999943536,1.0490895747766469,1.0470677220897866
16,1.049999984203809,1.0491365741186909,1.0470846683965955
17,1.049999981111922,1.0492685718546366,1.0471350286026084
18,1.049999999785311,1.0493005188002376,1.0472491514777027
19,1.049999985045288,1.0493350996600588,1.047297385767965
20,1.0499999656121723,1.0493758229899086,1.0473007516674155
21,1.0499999865614091,1.0494319043378422,1.047267670391577
22,1.0499999998550182,1.0493821733771616,1.0473221619228654
23,1.0499999931073742,1.0493244168583742,1.0473469569054554
24,1.049999949354861,1.0492355268355529,1.0473612130621437
25,1.0499999998299914,1.0492457321693818,1.0473638466979003
26,1.0499999999012681,1.0492394492880595,1.0473537358122744
27,1.0499999985150048,1.0492079896870732,1.0473345643229166
28,1.0499999999827756,1.049096916448503,1.0472863285640905
29,1.0499999919983454,1.0490493059450647,1.04721404593952
30,1.0499999921913805,1.0491335899729237,1.0471028233452266
31,1.0499999981135164,1.0492970593654727,1.0470071751631487
32,1.0499999999327925,1.0483748720540271,1.0465268863891086
33,1.0499999892949243,1.0469170778408678,1.0457430640454015
34,1.0499999935857502,1.0463311745502966,1.0454600276136696
35,1.0499999916718887,1.046336764496415,1.045440135882445
36,1.0499999966453912,1.047545033324773,1.0460785873917477
37,1.0499999976678005,1.0472393453879631,1.0459270152005833
38,1.0499999977574441,1.0473345710644222,1.045979405439649
39,1.0499999906538273,1.0477241722047799,1.046149182348785
40,1.0499998407097602,1.0485350682469932,1.0466194189258882
41,1.0499999896355423,1.0491277595317139,1.046986907660536
42,1.0499999949492287,1.0491571666357906,1.046915484450328
43,1.049999999957055,1.0490442944234784,1.0469176568201919
44,1.0499999702122185,1.0489050854352266,1.0469256795373163
45,1.0499999999466967,1.0489738468640046,1.0469855164615178
46,1.049999999906353,1.0488089580448867,1.0470661830398302
47,1.049999999880058,1.0486678095356545,1.0470987487764403
48,1.0499999973067664,1.0483525474192066,1.0471383507075915
49,1.049999997723994,1.0480113183862971,1.0470976846815958
50,1.049999998161806,1.0477977594139987,1.0470597354378484
51,1.049999998337766,1.0478169186089599,1.0470598463006944
52,1.0499999983119404,1.0478194165647945,1.047048796474244
53,1.0499999937570053,1.0478945265377424,1.0470010631877242
54,1.0499999978517152,1.048087316768128,1.0468964460417522
55,1.0499999998857004,1.0486163071238435,1.0468170554827785
56,1.049999999975108,1.0487881417099796,1.0468163573903364
57,1.0499999949586416,1.0483605479007767,1.0466611525969753
58,1.049999991951408,1.0477316357734578,1.0463262741091675
59,1.0499999946358953,1.0477544625514605,1.0463216936065531
60,1.0499999996612572,1.0487341384542217,1.0469109367321783
61,1.049999998392816,1.0486706808317647,1.0469242173511168
62,1.049999998001901,1.0486645504191607,1.0469209885654966
63,0.0,0.0,0.0
64,1.0499999999769514,1.0488098820810516,1.046805595453328
65,1.0499999998743734,1.0487688645190933,1.0468089845334028
66,1.0499999998966851,1.048745633446862,1.0468235124493854
67,1.0499999999417453,1.0487808053628975,1.0468658132618198
68,1.0499999999813845,1.0487574118846594,1.0469233327608505
69,1.0499999987000783,1.0487039267853404,1.0469793559538934
70,1.0499999999157017,1.0485092489344496,1.0470466027164946
71,1.0499999981801127,1.0483442085166121,1.047063079185965
72,1.049999998752191,1.048153194174049,1.0470721006645074
73,1.0499999969381444,1.0481297751668237,1.0470747758372867
74,1.0499999959754633,1.0481777483524986,1.0470812517237427
75,1.0499999968088494,1.0483240946229615,1.0471065282005216
76,1.049999998275924,1.0486123158420098,1.047145559060304
77,1.0499999999729377,1.0489633606322102,1.0471456750342294
78,1.049999986751051,1.0491711839877118,1.0470727921379475
79,1.049999939138241,1.0493976617824277,1.0469846476614304
80,1.049999993018793,1.0469296951447742,1.045688379984207
81,1.0499999940649405,1.0447938937341512,1.0446944683101358
82,1.0499999664476904,1.0444031017255204,1.0446271015641082
83,0.0,0.0,0.0
84,1.0499999932899127,1.0452106217649957,1.044875174428613
85,1.0499999966295317,1.0452506396051275,1.044889727370381
86,1.0499999951369043,1.045058625606084,1.0449200180092888
87,1.0499999965217381,1.0463219690721122,1.0453495944028872
88,1.0499999945118015,1.0475418021623595,1.0460064469077133
89,0.0,0.0,0.0
90,1.0499999999097385,1.0491586410625844,1.0469766965625356
91,1.049999993695272,1.049237907099268,1.0470414439965647
92,1.0499999999638356,1.04909882670793,1.0469276407408183
93,1.0499999999259415,1.0488222612969387,1.0469490908066998
94,1.0499999998568934,1.0486375391028329,1.047026828849074
95,1.0499999980410164,1.0483846848335208,1.0470369145530454
96,1.0499999952807826,1.0481319462196192,1.0470357791628793
97,1.0499999998689908,1.0480572835809907,1.0470269411086244
98,1.0499999954562758,1.0480816902024654,1.0470256459338134
99,1.0499999971864236,1.0481735954464988,1.0470380082147515
100,1.0499999954612205,1.048395416679426,1.0470570427990549
101,1.0499999999443401,1.048728331189049,1.047047308741371
102,1.0499999999008094,1.0490207208987397,1.0469841846939467
103,1.0499999993631437,1.0492430957385945,1.0469318222753516
104,1.049999997638873,1.0469075208193592,1.045581884628607
105,1.0499999984590598,1.0455466326025586,1.0449181657933475
106,1.0499999866614942,1.0458842278574028,1.0451188535553686
107,1.0499999883272972,1.0463231514623952,1.045315660572447
108,1.0499999957760535,1.0473032737076875,1.0458693448783258
109,1.0499999951801904,1.047174948939513,1.0458201593525986
110,1.0499999947617462,1.047305035860111,1.0458960364475685
111,1.0499999942428304,1.0480716334146285,1.04628942170801
112,1.0499999980089378,1.048499952558557,1.0464843725206436
113,1.0499999963420754,1.048728570581193,1.0466439817492847
114,1.0499999765282122,1.04900582057674,1.0468585711360328
115,1.049999999909612,1.049136800037512,1.0470024249981638
116,1.0499999952685695,1.0493057239920778,1.0471753475865901
117,1.049999960320733,1.04938563631609,1.0471158208281472
118,1.0499999902469226,1.0493811227658412,1.047222842531563
119,1.0499999736069376,1.0493311166472181,1.0472607947611914
120,1.0499999999286245,1.0492979214912455,1.0473542119469776
121,1.0499999893831673,1.0492879595883797,1.0473635596959185
122,1.049999988771894,1.049272986724595,1.0473723043737737
123,1.0499999917923015,1.049279152276432,1.0473743438655279
124,1.049999985284633,1.049287337288105,1.0473745771903218
125,1.0499999999934218,1.0492741899909452,1.0473217564436237
126,1.0499999975520375,1.049250635787176,1.0471858046617237
