,0,1,2
0,27.265795166220506,44.30825381646085,2.9334880341561456
1,26.27463672793992,48.36281766072402,3.397206994837136
2,25.726545509217935,50.19464683720026,3.7117961925753353
3,25.26139806930743,50.65113881165555,4.166208593729527
4,25.65321592124285,49.04779243562164,4.007909284481156
5,26.174380028242044,47.379682319308614,3.6317625591191955
6,26.555058397447844,45.81487793460231,3.2923668042025365
7,27.119183337530323,43.1701445366928,3.0545791113906096
8,27.267259610862087,42.46343037514793,3.0171096668036514
9,0.0,0.0,0.0
10,28.95194473059826,35.938661941484405,3.084484523972304
11,30.53471185885943,30.30833602960713,3.646813025092251
12,31.29120754802391,26.833424873476762,4.11183263970692
13,32.27988629435255,21.687975821443107,4.873980200803214
14,32.915670015493184,16.885535870367907,5.598677717376544
15,33.28968824365253,15.26334327747213,6.3373785909746765
16,33.902367966553,13.257682082306058,7.447294805483066
17,36.78070478038719,0.9173714386946372,10.375161225152635
18,36.702359095711124,2.4378762328400008,8.202048943654837
19,36.51106134142228,3.2592651268300603,8.359801106155595
20,36.38706902560639,3.404617171589331,9.547917808105225
21,35.867101060145046,0.4426074729653385,11.766487993394447
22,34.63337932340948,5.250132627752764,10.496954750155888
23,33.49267830578058,10.300047575116336,9.403325717033091
24,32.23114609651231,11.378310588175895,8.371937395814316
25,31.731172402142544,10.995834158884174,8.127381944204478
26,31.2304076404278,12.67545144236631,7.5809723929682535
27,31.029301630576022,15.577157352863342,6.617106818964595
28,30.996806003189825,20.264426855023867,5.513548753665538
29,31.4849146588428,21.919449185670658,5.381198919699225
30,33.03771754445219,15.785636095898356,7.12565569277714
31,35.39051247032723,8.284175532096192,10.097081188316777
32,17.409660132376363,27.502506859552838,11.102599640739237
33,22.192654007431216,51.83216625618802,18.432466907498576
34,26.052263174505306,59.15467340420165,20.365741054543467
35,28.232852805088477,58.25454550545848,19.870431680425423
36,17.73154542711424,41.53015785639406,16.388073397206398
37,19.83837175440165,47.016092708852916,17.599943002401584
38,17.844820067444058,46.2132456331605,17.69686225515987
39,14.781275404784743,38.84746132787072,16.496934014580166
40,24.728661700119336,23.00583795946884,7.561574202925561
41,35.73085378181277,12.36180397789912,5.248748988668149
42,35.857910736087035,15.412175945915607,7.934447136373027
43,34.51397771123669,23.105931429596318,6.54115582461672
