,0,1,2,3,4,5,6,7,8,9
0,52.897850730510505,-8.412105500147794,192.28190376622706,-2.6040184037752323,-2.6040184049940773,-4.017627787932953,-3.2974591627896883,-1.5330018869613435,0.0,-3.1644541911189474
1,56.44856858408911,-9.277251124519726,175.99925062732623,-2.602587828570537,-2.6025879474115627,-4.015398413511571,-3.295927547290715,-5.903294112769069,0.0,-8.923177995770686
2,56.47530926173322,-8.911972113867133,158.04464438658007,-2.601014354118938,-2.601014448408051,-4.01298357402239,-3.294624498555482,-4.602489221930185,0.0,-6.488475698545662
3,56.22657133032703,-8.638990950696313,148.4707105561272,-2.5990130797147595,-2.599013147052282,-4.009896635351695,-3.2942710410331992,-4.514882831120555,0.0,-8.196630988624976
4,54.416815802651215,-8.880009182619292,143.81746591176704,-2.5993169212856944,-2.599317144358846,-4.010351376198926,-3.294292202458685,-6.1934668096237315,0.0,-8.66829489183164
5,52.61316866589817,-8.334951723111363,140.78786867465428,-2.600487881856532,-2.600487884058565,-4.012181152645351,-3.293596286183155,-1.4177432750952927,0.0,-1.5963575415539961
6,52.082688802745764,-8.873146220431476,143.96366625469963,-2.602384428053541,-2.602384730918943,-4.015087034844904,-3.2947768917873708,-5.719299605487816,0.0,-7.806539794384044
7,51.2490559121363,-8.855989464345104,148.97424539519506,-2.6034072888800095,-2.6034074184000975,-4.016675527146904,-3.2958179615085483,-4.568490184146784,0.0,-6.1710776249754575
8,51.661015333161345,-8.786428864971032,157.78732889342803,-2.603464658174644,-2.603464823438745,-4.016758126222867,-3.2959012565903247,-5.208110949386452,0.0,-7.019296872994054
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,49.60787944863372,-8.452252234786513,181.58939215807243,-2.6048534365914575,-2.604853440353278,-4.0189159986586045,-3.296485257657695,-2.081954948752815,0.0,-2.7083076171868234
11,46.911890006518576,-8.745383170017929,197.754192821377,-2.6065502848557185,-2.606550338770686,-4.021518397694236,-3.2978755392524235,-3.7321049324055076,0.0,-5.987320636814205
12,44.3349379088036,-8.458128731892158,197.48807452831826,-2.608292345003219,-2.6082923520943253,-4.0242214046454325,-3.2982432680114573,-1.7134728117860019,0.0,-2.200481875142213
13,40.637995409149994,-8.408254945651937,197.27172036008866,-2.609452429934711,-2.6094524359544273,-4.02601166359324,-3.2984320727659266,-1.2332004942944899,0.0,-1.7408946349940218
14,36.7013361739833,-9.592054824148029,195.08711305963752,-2.6096850110597223,-2.609686060405575,-4.0262492611456935,-3.3020251790184107,-9.910333003710505,0.0,-8.671992996341782
15,32.71997803446643,-8.401694349178731,194.86970161568348,-2.609363896017616,-2.609363900440906,-4.0258751629534695,-3.2987428091575444,-1.7286065970036983,0.0,-1.4948851289855751
16,29.33207324406312,-9.959210828378872,203.56865360758184,-2.6098902357991887,-2.609890805972879,-4.026514607729391,-3.3146966590718776,-12.253956978419575,0.0,-5.938608137609364
17,26.480974591246003,-9.985750748865268,238.57041567541202,-2.613981477780883,-2.6139821160223926,-4.032779619001879,-4.233153930040006,-13.679605340191726,0.0,-3.64228130655385
18,24.33654612768192,-8.631576889793411,245.3094074115861,-2.615429674707096,-2.615429709850253,-4.035231777233807,-3.6909701309746676,-2.809709094160198,0.0,-0.5643903803149379
19,21.34138439819216,-9.188895626343637,242.19341167766487,-2.6157367800311637,-2.6157378312933,-4.035517039346556,-4.830721419635521,-11.542429119355278,0.0,-2.301837955538993
20,18.92532335975383,-9.96184292264588,240.5805024455535,-2.616156930854925,-2.6161435454653823,-4.035784002766037,-4.914092409419673,-16.451188645054742,0.0,-3.7880828044174883
