Type,PU Volt,Angle (Deg),Gen MW,Gen Mvar,Load MW,Load Mvar,Gen Mvar(max),Gen Mvar(min),"Slack yes,no",Slack Weight
2.0,1.0499859124485489,-1.922261678745821,5.240073868920579,,2.8371426501887003,0.9420579769493298,40.0,-40.0,0.0,0.0
2.0,1.0497505321067784,-2.10905348297142,0.8299971995344514,,1.1585074861742921,0.3889239984586416,10.0,-10.0,0.0,0.0
2.0,1.0499867003449002,-1.6662510956365657,1.0472793421789317,,1.5777014669104792,0.5185653948908507,10.0,-10.0,0.0,0.0
2.0,1.0499835461274878,-1.9360175859978324,2.318339777983685,,2.085409776223381,0.7120556627857465,40.0,-40.0,0.0,0.0
2.0,1.0456396760424225,-7.551257616219285,0.24999999887459054,,3.1872251246880303,1.047590238111676,10.0,-10.0,0.0,0.0
3.0,1.0442513079113356,-7.3265951383141985,0.0,,6.878139588822847,2.2666549371879743,,,0.0,0.0
2.0,1.0499639804204517,2.8078065589145527,2.432485474632368e-07,,0.0,0.0,20.0,-20.0,0.0,0.0
3.0,1.047377684774029,-4.962897090497747,0.0,,2.536545858585855,0.8337223057744432,,,0.0,0.0
3.0,1.0499999713307815,-2.1796645382176933,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.049999971761816,2.9041530398164745,15.800000352938337,,-0.3854950288439262,-7.036968428965258e-19,40.0,-40.0,0.0,0.0
2.0,1.0499897806914509,-2.861062019179977,12.02999927011502,,8.90891118921139,2.9336278428373213,50.0,-50.0,0.0,0.0
2.0,1.049086931824906,-5.049907691041286,0.8299998775365998,,1.263203604587403,0.41519494643252514,20.0,-20.0,0.0,0.0
2.0,1.0499998959187071,-2.0060385749764,2.199997672778657,,1.8130434371104789,0.5959185597770683,30.0,-30.0,0.0,0.0
2.0,1.0499999362944832,-1.9939360526018768,2.5632565238137346,,1.005425122971098,0.47716341315536964,20.0,-20.0,0.0,0.0
2.0,1.0469319022659316,-6.57152728087019,2.2999999183658417,,6.930752340859171,2.279427322802032,10.0,-10.0,0.0,0.0
3.0,1.0499999836740803,1.3442623771205595,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.049999998329778,-1.7780413826832597e-06,18.01000223670848,,1.9721269787911373,0.64820679132306,70.0,-70.0,0.0,0.0
2.0,1.049939486044477,-1.960809634265672,10.969979237571906,,11.533075666709829,3.838918476109376,30.0,-30.0,0.0,0.0
2.0,1.049548995240425,-2.5483067010073097,0.5699989567786825,,3.255920893802765,1.076298568841187,20.0,-20.0,0.0,0.0
3.0,1.0497254177571,-2.017562214060652,0.0,,1.433075043949389,0.4710289884746649,,,0.0,0.0
3.0,1.0476183397893983,-2.221093466597767,0.0,,11.028254748074893,3.631810930762402,,,0.0,0.0
2.0,1.0494849320463122,-2.204176965382065,1.1199962991303392,,1.8003373481498213,0.5917422702967116,10.0,-10.0,0.0,0.0
3.0,1.0493916326685009,-2.552500638225646,0.0,,2.4278219564761114,0.8111348404685164,,,0.0,0.0
3.0,1.0499999730240002,1.5262198664255129,0.0,,0.0,0.0,,,0.0,0.0
3.0,1.0499999755420943,2.9041530273064757,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.049963975737732,2.807806574410588,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.0499885578355608,1.3443171921580188,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.0490869262489189,-5.049907661419532,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.0471658273961768,-7.335609260862912,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.046931889155654,-6.571527203941268,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.046931896449873,-6.571527248318636,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.046931901185511,-6.571527275765808,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.049548982586431,-2.5483066382902693,0.0,,0.0,0.0,,,1.0,1.0
2.0,,,,,0.0,0.0,1000.0,-1000.0,0.0,0.0
2.0,,,,,0.0,0.0,1000.0,-1000.0,0.0,0.0
1.0,1.0499999275457537,0.0,0.0,,0.0,0.0,,,1.0,1.0
3.0,1.0491802378494557,-1.9917505579446584,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.0486293253371908,-1.8432317339055269,1.095773500782895,,1.856139215217748,0.610083457041243,10.0,-10.0,0.0,0.0
2.0,1.0478890982056082,-1.6194012271201876,1.3128852796263342e-11,,1.7494768790243602,0.6130149392366178,20.0,-20.0,0.0,0.0
3.0,1.0472978947986025,0.8597328073064943,0.0,,1.5465948012828574,0.5083411283339377,,,0.0,0.0
3.0,1.0477899450852604,-1.8765635991213063,0.0,,0.4595987281876116,0.21317038317957834,,,0.0,0.0
2.0,1.0499901611118163,1.4781120770625582,7.913851787071049e-10,,1.8958327187916801,0.7855579757100659,40.0,-40.0,0.0,0.0
3.0,1.0493564173054706,-0.1530943523050559,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.049123722316079,1.1466690928531955,0.5000000002959422,,0.7299757536737315,0.31377729287689143,20.0,-20.0,0.0,0.0
2.0,1.0491289690589642,-0.7454906490587255,0.47999999999802007,,0.9698240730119682,0.3264841281340628,10.0,-10.0,0.0,0.0
2.0,1.0499999997908385,-1.896468167991722,4.349503479614912,,3.591214190008645,1.180601781712359,30.0,-30.0,0.0,0.0
2.0,1.0499999999331815,-1.8518126920144875,5.139120318213137,,1.527164963642015,0.5678593224720566,40.0,-40.0,0.0,0.0
2.0,1.049999999254868,-1.9194188825463685,5.240000025274155,,2.8162956869018605,0.9427946497320246,40.0,-40.0,0.0,0.0
2.0,1.0497677752746613,-2.1029816508860706,0.8299999930130872,,1.1324149160336772,0.3892281301906706,10.0,-10.0,0.0,0.0
2.0,1.049976947130596,-1.6948973711557986,0.6465964488652644,,1.578935201731827,0.5189709039166335,10.0,-10.0,0.0,0.0
2.0,1.0499920622758132,-1.9565251194480984,2.2109718625750703,,2.1129094026370208,0.7083153486185045,40.0,-40.0,0.0,0.0
2.0,1.0456154284595411,-7.499771569480312,0.24999999999868652,,3.1897174787247558,1.048409435268026,10.0,-10.0,0.0,0.0
3.0,1.0442600859915732,-7.274222729316608,0.0,,6.77246533350207,2.2300011526226022,,,0.0,0.0
2.0,1.0499638164618277,2.752645292612285,4.990383488742189e-10,,0.0,0.0,20.0,-20.0,0.0,0.0
3.0,1.0473878317215268,-4.92922939241724,0.0,,2.5385293928712174,0.8343742619661191,,,0.0,0.0
3.0,1.0499999999325944,-2.199507522494022,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.0499999961749538,2.8480044805491014,15.800000000725172,,-0.2199363199986242,-8.941194099497149e-20,40.0,-40.0,0.0,0.0
2.0,1.0499999989821558,-2.842772303092203,12.02999999844302,,8.736783196756734,2.883728490774916,50.0,-50.0,0.0,0.0
2.0,1.0490145363858348,-5.0267214496793535,0.8299999997469075,,1.2641914076072502,0.41551962158419653,20.0,-20.0,0.0,0.0
2.0,1.04999999984271,-2.01504754955695,2.199999994808011,,1.805043864706827,0.5932892274797604,30.0,-30.0,0.0,0.0
2.0,1.0499999998963276,-2.013659525659194,2.7468045950086277,,1.1848271965995105,0.4692906251287701,20.0,-20.0,0.0,0.0
2.0,1.0469284054980186,-6.52118263645054,2.2999999998306495,,6.86485077269718,2.257970601885585,10.0,-10.0,0.0,0.0
3.0,1.049999999965639,1.3021333062558056,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.0499999999772385,-2.396960670998629e-07,18.010000004463283,,1.9736691474313293,0.6487136776425964,70.0,-70.0,0.0,0.0
2.0,1.0499622240121589,-1.96087452068182,10.969999891425346,,11.41859893536671,3.778514699235524,30.0,-30.0,0.0,0.0
2.0,1.0495510577375655,-2.55379544386404,0.5699999978076826,,3.247958777567756,1.0771402154076608,20.0,-20.0,0.0,0.0
3.0,1.0497400775950432,-2.014061422257772,0.0,,1.434195683449577,0.4713973248660123,,,0.0,0.0
3.0,1.04767938773224,-2.1991863081776177,0.0,,10.777327888971733,3.5693958971430546,,,0.0,0.0
2.0,1.0495113620705416,-2.186676736999771,1.1199999893026824,,1.777053123692325,0.5840891158161156,10.0,-10.0,0.0,0.0
3.0,1.0494209430183623,-2.560156790220514,0.0,,2.377955956159247,0.7910597720661015,,,0.0,0.0
3.0,1.0499999999437435,1.486418863418358,0.0,,0.0,0.0,,,0.0,0.0
3.0,1.049999999955232,2.848004468039103,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.049963816457541,2.752645292626469,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.0499755620373437,1.302250546187162,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.0490145363747505,-5.0267214496205295,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.0471081492594772,-7.283031239053819,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.046928405471803,-6.521182636296344,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.0469284054863732,-6.521182636385204,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.046928405495857,-6.521182636440299,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.0495510577196123,-2.553795443774932,0.0,,0.0,0.0,,,1.0,1.0
2.0,,,,,0.0,0.0,1000.0,-1000.0,0.0,0.0
2.0,,,,,0.0,0.0,1000.0,-1000.0,0.0,0.0
1.0,1.0499999245495042,0.0,0.0,,0.0,0.0,,,1.0,1.0
3.0,1.0492198255722258,-2.034214456586462,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.0487275900882869,-1.8663195861461013,1.191507687824687,,1.8617333610767899,0.6119221638671621,10.0,-10.0,0.0,0.0
2.0,1.0478724232383625,-1.7221756383567042,1.555424778402499e-11,,1.7869245283216744,0.6152655508262854,20.0,-20.0,0.0,0.0
3.0,1.0472905107644497,0.7800471769087131,0.0,,1.5512560232603252,0.5098731979086417,,,0.0,0.0
3.0,1.0477573535687787,-1.9771245923241905,0.0,,0.5478509789852908,0.21381284911454504,,,0.0,0.0
2.0,1.0499900868951393,1.393940524824584,9.355185976275532e-10,,1.9523306191731387,0.7887213697107593,40.0,-40.0,0.0,0.0
3.0,1.049362319678535,-0.2360391091390919,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.0491148252907687,1.0595249974878682,0.5000000003509227,,0.7578024071548021,0.3147229740678372,20.0,-20.0,0.0,0.0
2.0,1.0491488084870797,-0.8152148987694355,0.4799999999975455,,0.9809156677923534,0.3276656833264696,10.0,-10.0,0.0,0.0
2.0,1.0499999997475598,-1.9024947845473177,4.351909376190874,,3.603610830946027,1.185521943135466,30.0,-30.0,0.0,0.0
2.0,1.0499999999228211,-1.8578846565033904,5.093525249234962,,1.4767963838222788,0.5702195965167873,40.0,-40.0,0.0,0.0
2.0,1.049999999249822,-1.916952875725131,5.24000002357189,,2.7515380301897774,0.945636101893848,40.0,-40.0,0.0,0.0
2.0,1.0497722545584798,-2.099617267911289,0.82999999132254,,1.0697681641865662,0.39040120972849673,10.0,-10.0,0.0,0.0
2.0,1.0499730473279183,-1.702121184956597,0.5793677269155858,,1.5836938931855966,0.5205350101589379,10.0,-10.0,0.0,0.0
2.0,1.0499879246868582,-1.9622651619309357,2.2068852268562997,,2.124705067733109,0.7093553199495346,40.0,-40.0,0.0,0.0
2.0,1.0456204820846813,-7.544804967310477,0.249999999998318,,3.1993308442949826,1.0515691957282334,10.0,-10.0,0.0,0.0
3.0,1.0442557006024262,-7.322189815794142,0.0,,6.800511984635683,2.2383088836928575,,,0.0,0.0
2.0,1.0499632344370375,2.6800937102976,5.892538565118892e-10,,0.0,0.0,20.0,-20.0,0.0,0.0
3.0,1.0473791586809358,-4.951680481035427,0.0,,2.5461801679718987,0.8368889501340112,,,0.0,0.0
3.0,1.0499999999025642,-2.221322914151875,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.049999996164625,2.7755951107331587,15.800000000855933,,-0.24411271999824583,-5.868305209854825e-18,40.0,-40.0,0.0,0.0
2.0,1.0499999992300102,-2.8528395294464777,12.029999998201234,,8.727522241257798,2.894554485526454,50.0,-50.0,0.0,0.0
2.0,1.049028562014651,-5.070419686348853,0.829999999709845,,1.2680015049695177,0.4167719400263578,20.0,-20.0,0.0,0.0
2.0,1.049999999820142,-2.019232179127965,2.199999993899522,,1.8080847315605966,0.5942887120805598,30.0,-30.0,0.0,0.0
2.0,1.049999999906895,-2.019768149812995,3.0191329965229325,,1.3071184892920251,0.47129920143301424,20.0,-20.0,0.0,0.0
2.0,1.0469372922470297,-6.554895200137199,2.2999999998046623,,6.887851659772901,2.2656910257155904,10.0,-10.0,0.0,0.0
3.0,1.0499999999601617,1.2356180551554177,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.049999999973937,-2.496005703762552e-07,18.010000005137755,,1.9796175121863546,0.6506688105893794,70.0,-70.0,0.0,0.0
2.0,1.0499572616382913,-1.963894932351962,10.969999849726133,,11.464363496254261,3.7984198187972766,30.0,-30.0,0.0,0.0
2.0,1.049552322822701,-2.5608027024497075,0.5699999974611963,,3.2427753393486913,1.0803865664497747,20.0,-20.0,0.0,0.0
3.0,1.0497398605555586,-2.011564509789237,0.0,,1.43851815009316,0.472818050946924,,,0.0,0.0
3.0,1.0476749756082473,-2.192471263220168,0.0,,10.712452600327149,3.588652786066338,,,0.0,0.0
2.0,1.04951469216464,-2.1810090756396843,1.1199999859699603,,1.776118044084839,0.583781770012058,10.0,-10.0,0.0,0.0
3.0,1.0494181234333366,-2.5981169115000915,0.0,,2.3993667653596455,0.7940357927308815,,,0.0,0.0
3.0,1.049999999934844,1.4023426113140045,0.0,,0.0,0.0,,,0.0,0.0
3.0,1.0499999999449032,2.77559509822316,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.0499632344321448,2.6800937103137934,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.0499725634767525,1.235749680527146,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.0490285620016129,-5.070419686279665,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.047117712837794,-7.331041504355364,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.0469372922165532,-6.554895199957945,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.0469372922334932,-6.554895200061259,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.04693729224452,-6.554895200125312,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.049552322801838,-2.560802702346159,0.0,,0.0,0.0,,,1.0,1.0
2.0,,,,,0.0,0.0,1000.0,-1000.0,0.0,0.0
2.0,,,,,0.0,0.0,1000.0,-1000.0,0.0,0.0
1.0,1.0499995292827302,0.0,0.0,,0.0,0.0,,,1.0,1.0
3.0,1.049356277457996,-2.1037835055314456,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.0489731388520485,-1.9434446724131007,1.2799965718978767,,1.8841099445129572,0.619276991170839,10.0,-10.0,0.0,0.0
2.0,1.0479900523860814,-1.8649653954040724,4.955378130439284e-09,,1.824923556025684,0.6361289311643623,20.0,-20.0,0.0,0.0
3.0,1.047260360374152,0.5833949835533955,0.0,,1.5699009111701947,0.5160014762074574,,,0.0,0.0
3.0,1.0478809293580968,-2.086095998421726,0.0,,0.5279924937048213,0.21638271285441532,,,0.0,0.0
2.0,1.0499898596492956,1.192405678950631,2.8243239590487304e-07,,2.1132815241922382,0.8134017672839274,40.0,-40.0,0.0,0.0
3.0,1.0494293289788887,-0.4067402090391916,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.0490967183240087,0.8504826674167585,0.5000001068265956,,0.8114476518498706,0.31850569883162083,20.0,-20.0,0.0,0.0
2.0,1.0492169723544509,-0.9746902657468411,0.479999999027183,,1.0331070855459759,0.34279590571763596,10.0,-10.0,0.0,0.0
2.0,1.0499999588081117,-1.8797906447437287,4.569852485812513,,3.7198120470108273,1.2264455482339784,30.0,-30.0,0.0,0.0
2.0,1.0499999805457654,-1.835137159471256,5.234135619775271,,1.4418346338085999,0.5867138652525786,40.0,-40.0,0.0,0.0
2.0,1.0499907391455603,-1.9227006459787528,5.240026689074657,,2.685331074872035,0.9570019105411405,40.0,-40.0,0.0,0.0
2.0,1.0497597041574185,-2.1042818930436358,0.8299980317176889,,0.9947594575630956,0.39509352787980156,10.0,-10.0,0.0,0.0
2.0,1.049990862402992,-1.670334851915913,1.1434758480220915,,1.6027286590006753,0.5267914351281564,10.0,-10.0,0.0,0.0
2.0,1.049984120605774,-1.941595689867148,2.4283686414796195,,2.1360449684577363,0.7243910236297048,40.0,-40.0,0.0,0.0
2.0,1.0456558235435562,-7.76523144927484,0.24999999924508196,,3.237784306575888,1.0642082375690618,10.0,-10.0,0.0,0.0
3.0,1.044215233992827,-7.550153037951253,0.0,,7.027313645497275,2.313935592557437,,,0.0,0.0
2.0,1.0499625403710944,2.498685406401028,1.771753954719321e-07,,0.0,0.0,20.0,-20.0,0.0,0.0
3.0,1.0473334822634757,-5.075166867377119,0.0,,2.5767832683746246,0.8469477028055801,,,0.0,0.0
3.0,1.0499902150073082,-2.2580899948305144,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.0499999784494582,2.594351298985174,15.800000256909252,,-0.2720775792245972,-7.128438302783092e-19,40.0,-40.0,0.0,0.0
2.0,1.0499991647869946,-2.9122678884923894,12.02999952994644,,8.976493350224802,2.9954593449707385,50.0,-50.0,0.0,0.0
2.0,1.04915113204933,-5.242926091697012,0.8299999225184453,,1.2832418944185875,0.42178121379500266,20.0,-20.0,0.0,0.0
2.0,1.0499999950825456,-2.015643105894129,2.199998480046386,,1.8440830153006755,0.6061207757596424,30.0,-30.0,0.0,0.0
2.0,1.0499999911608833,-2.001180449196416,3.541942466188891,,1.3040659839473494,0.4872139687575925,20.0,-20.0,0.0,0.0
2.0,1.0469686945706722,-6.738758543659089,2.299999947003201,,7.0601349795401065,2.3224743139119273,10.0,-10.0,0.0,0.0
3.0,1.0499999898723067,1.0668366686038593,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.0499999966326878,-1.5465920041853928e-06,18.010001493496375,,2.0034109712064554,0.658489342376511,70.0,-70.0,0.0,0.0
2.0,1.0499265236825208,-1.974379542351711,10.96998871135351,,11.748807373369624,3.918859258163183,30.0,-30.0,0.0,0.0
2.0,1.049555624996353,-2.5722777893969235,0.5699993167764008,,3.2623397872359834,1.0933719706182288,20.0,-20.0,0.0,0.0
3.0,1.0497249726514073,-2.0177298015209906,0.0,,1.455808016667492,0.47850095527057024,,,0.0,0.0
3.0,1.0475869620704232,-2.2112776742372566,0.0,,10.908089487313871,3.7087547128297245,,,0.0,0.0
2.0,1.049487405652277,-2.196728214958462,1.119997323836141,,1.8348720820748952,0.6030932884144646,10.0,-10.0,0.0,0.0
3.0,1.0493621591061664,-2.706927540753598,0.0,,2.514900338399902,0.8301499792562352,,,0.0,0.0
3.0,1.0499999807614695,1.201007518007544,0.0,,0.0,0.0,,,0.0,0.0
3.0,1.0499999822297366,2.594351286475175,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.049962538399728,2.4986854129251364,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.049975209049407,1.0669555535967652,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.0491511252678194,-5.242926055782988,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.047212361434602,-7.559422974618337,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.04696868549016,-6.738758490351288,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.046968690544836,-6.738758521116404,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.0469686938249994,-6.738758540134375,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.0495556170911926,-2.572277750187996,0.0,,0.0,0.0,,,1.0,1.0
2.0,,,,,0.0,0.0,1000.0,-1000.0,0.0,0.0
2.0,,,,,0.0,0.0,1000.0,-1000.0,0.0,0.0
1.0,1.049999432974518,0.0,0.0,,0.0,0.0,,,1.0,1.0
3.0,1.0494524799613238,-2.4644839300274297,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.049107105972229,-2.4473204806785107,1.2799991370844659,,1.9874980476115454,0.6532590173239384,10.0,-10.0,0.0,0.0
2.0,1.0479361472353304,-2.5350025180174334,9.18581265918848e-09,,2.090895963841246,0.7423529344462766,20.0,-20.0,0.0,0.0
3.0,1.0471968359753456,-0.1287938121669992,0.0,,1.6560471988278334,0.5443163916806895,,,0.0,0.0
3.0,1.047859998734577,-2.6192027178387347,0.0,,0.46799248231555973,0.2282564351339964,,,0.0,0.0
2.0,1.0499893984213036,0.4574082147357415,7.358004597167597e-07,,2.510257074424404,0.9400374024815408,40.0,-40.0,0.0,0.0
3.0,1.0493699144922854,-1.1205452991514486,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.0491862122008049,0.1124352792564948,0.5000002975805927,,0.8839340609014457,0.3359832882494743,20.0,-20.0,0.0,0.0
