Type,PU Volt,Angle (Deg),Gen MW,Gen Mvar,Load MW,Load Mvar,Gen Mvar(max),Gen Mvar(min),"Slack yes,no",Slack Weight
2.0,1.0499942089080514,3.0115999857359435,7.269154350010765,,3.7295468228000743,1.6628081775572752,40.0,-40.0,0.0,0.0
3.0,1.0491386226667727,0.1684305817674495,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.0498538917436928,2.754397215512939,2.299995302784927,,0.9568347488224022,0.34950302675707207,20.0,-20.0,0.0,0.0
2.0,1.049991965186127,-0.9070318975881684,0.4799999940542177,,1.6200222473472088,0.8865921463527815,10.0,-10.0,0.0,0.0
2.0,1.0496118546341815,-4.119320000559142,5.759999191852964,,7.101578602619533,2.7101753607979036,30.0,-30.0,0.0,0.0
2.0,1.0499999831046256,1.70555895484446,17.434062137514037,,2.4532058384046107,1.1637381371449873,40.0,-40.0,0.0,0.0
2.0,1.0487091058441576,-4.988674672582715,5.619999744196058,,2.8389346548880923,1.0501383980675663,40.0,-40.0,0.0,0.0
2.0,1.049371939984004,-4.4446171992649335,0.8299997342093869,,1.0259450253717433,0.43354446828632737,10.0,-10.0,0.0,0.0
2.0,1.0499999416606989,-2.847078618595305,7.89999969226469,,1.7587079899853486,0.5780593619592514,10.0,-10.0,0.0,0.0
2.0,1.0497808799287287,-4.0636827391066666,8.009998878278273,,2.552971783051952,0.9028061991496261,40.0,-40.0,0.0,0.0
2.0,1.045705146563157,-12.185474077147772,0.24999999542325924,,3.55288906693331,1.1677781637647413,10.0,-10.0,0.0,0.0
3.0,1.0412741978381552,-12.092519395628146,0.0,,12.250088500305912,4.892976497888318,,,0.0,0.0
2.0,1.0499997226465951,3.77856462854298,6.4988240367805e-05,,0.0,0.0,20.0,-20.0,0.0,0.0
3.0,1.0466398164531854,-8.036184949677663,0.0,,2.82755867445252,0.929373592753159,,,0.0,0.0
3.0,1.0486534550673374,-3.65521255450668,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.0499999255297785,3.880237960099508,15.800039430206427,,-1.2599921952251467,-1.7656458793218732e-21,40.0,-40.0,0.0,0.0
2.0,1.049999875627958,-4.86712734728974,12.029999505747963,,15.825539305451919,6.482856655881352,50.0,-50.0,0.0,0.0
2.0,1.0499999545530327,-8.4360627713979,0.8299998398512458,,1.408128419070688,0.4628294293991763,20.0,-20.0,0.0,0.0
2.0,1.04993814416715,-3.884258208824639,2.1999997562510294,,2.2600550994953483,0.7428441880325554,30.0,-30.0,0.0,0.0
2.0,1.0499999761356624,-3.3078331487109502,8.409999340146102,,1.9586981019891336,1.070624889527717,20.0,-20.0,0.0,0.0
2.0,1.047455734287958,-10.701610699941575,2.299999873869886,,10.211325413127543,3.9659269769427663,10.0,-10.0,0.0,0.0
3.0,1.0493029447659432,1.7351144475072782,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.0499999860768838,-4.30904738412561e-06,33.99999790992538,,2.198385149287841,0.7225742556321755,70.0,-70.0,0.0,0.0
2.0,1.0481431637726797,-5.316640666405592,10.969999520618616,,25.207189163583813,8.91443192275689,30.0,-30.0,0.0,0.0
2.0,1.049999958706183,-1.2098658254664123,0.5699989316207866,,3.5957806128961973,1.1997801436652886,20.0,-20.0,0.0,0.0
3.0,1.048626702779354,-4.932074571046544,0.0,,1.5974888677627144,0.5250691990337831,,,0.0,0.0
3.0,1.0442382530898382,-4.761956961269192,0.0,,24.32662129264673,8.789139523510768,,,0.0,0.0
2.0,1.0490956483676523,-4.7048100643894974,1.1199997323808228,,2.6335517619388567,0.8656066043150916,10.0,-10.0,0.0,0.0
3.0,1.0454999506959688,-4.416610631204562,0.0,,4.751116058843234,2.146036397233514,,,0.0,0.0
3.0,1.049999975759668,3.01434339919896,0.0,,0.0,0.0,,,0.0,0.0
3.0,1.049999929310056,3.8802379475895097,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.0499980796471604,3.778570065681973,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.0499999618230258,1.7317683077550474,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.0499776208231912,-8.435944539736457,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.048878623371598,-12.116106028815643,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.047455658748563,-10.701610256726784,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.047455702236552,-10.701610520547684,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.0474557296885796,-10.701610678182922,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.0499816495992589,-1.2097750498765272,0.0,,0.0,0.0,,,1.0,1.0
2.0,,,,,0.0,0.0,1000.0,-1000.0,0.0,0.0
2.0,,,,,0.0,0.0,1000.0,-1000.0,0.0,0.0
1.0,1.0499996017958355,0.0,0.0,,0.0,0.0,,,1.0,1.0
3.0,1.048625952834542,-2.3239958104034364,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.0499392787378268,-1.80667263991946,1.2799999877312518,,2.063226207295982,0.6781496597266596,10.0,-10.0,0.0,0.0
2.0,1.048098621830187,-1.3299684780872816,1.3822554831814786e-09,,3.2546179342302093,1.3319206087644708,20.0,-20.0,0.0,0.0
3.0,1.0467098443538492,3.357778260190144,0.0,,1.7191463333746615,0.5650560742567743,,,0.0,0.0
3.0,1.0475925505882135,-1.8120413316973336,0.0,,0.3795086054917269,0.2369535202906837,,,0.0,0.0
2.0,1.0499962995045806,4.634387899104958,9.734473931713525,,3.9767495460329756,1.6591393651288127,40.0,-40.0,0.0,0.0
3.0,1.0489098346771109,1.4196886456405544,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.049967291852416,4.278556291640689,2.2999998349161896,,0.9617946736507947,0.34878500955653907,20.0,-20.0,0.0,0.0
2.0,1.0499999828935176,0.1688321427401227,0.47999999974776003,,1.8386435417932747,0.8840455687914275,10.0,-10.0,0.0,0.0
2.0,1.0495579014596104,-4.078854270597488,5.7599999716205685,,7.336304858409975,2.704222765035374,30.0,-30.0,0.0,0.0
2.0,1.0499999993137648,2.010032564627389,18.099999791012227,,2.548829380501843,1.1614494148095915,40.0,-40.0,0.0,0.0
2.0,1.0486464698306566,-4.930661425825486,5.619999990774843,,2.868374920277483,1.0479809992039597,40.0,-40.0,0.0,0.0
2.0,1.049323918984554,-4.431800789893928,0.8299999906775924,,1.0512561608024016,0.4326537967853853,10.0,-10.0,0.0,0.0
2.0,1.0499999963115438,-2.82952492002024,7.899999989493611,,1.755094909437116,0.5768717998123164,10.0,-10.0,0.0,0.0
2.0,1.049789307760343,-3.900360684389665,8.009999960174795,,2.5528412954022293,0.8987759820806535,40.0,-40.0,0.0,0.0
2.0,1.045587306571798,-11.981564222437344,0.2499999998063593,,3.5455900301114722,1.165379086378288,10.0,-10.0,0.0,0.0
3.0,1.0411565152842903,-11.840183175482393,0.0,,12.618662246618955,4.880929872124195,,,0.0,0.0
2.0,1.0499999968270533,5.209545465157405,8.456128227402e-06,,0.0,0.0,20.0,-20.0,0.0,0.0
3.0,1.0465909481004525,-7.980171074644301,0.0,,2.821749752616818,0.9274642924775374,,,0.0,0.0
3.0,1.0485648763330089,-3.1490369403513743,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.0499999946532512,5.311721325054752,15.800002310804057,,-1.344245599797287,-3.1957940186763033e-18,40.0,-40.0,0.0,0.0
2.0,1.0499999930044088,-4.849496988714377,12.029999982133491,,16.57975770625668,6.466833897307802,50.0,-50.0,0.0,0.0
2.0,1.049999998318937,-8.011768616289311,0.8299999937002072,,1.4052355673697077,0.4618785950264245,20.0,-20.0,0.0,0.0
2.0,1.0499174927288235,-3.862962673705169,2.199999991772152,,2.250644360922116,0.7397510278455401,30.0,-30.0,0.0,0.0
2.0,1.0499999989859834,-2.9191077996110586,8.40999997633325,,2.1785801712794512,1.0683841080904093,20.0,-20.0,0.0,0.0
2.0,1.0472770301420404,-10.606837284584875,2.299999995105019,,10.27401862717462,3.956484314116041,10.0,-10.0,0.0,0.0
3.0,1.049134025052305,2.9904551707092826,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.04999999933045,-1.3155534229718496e-06,33.999999932905965,,2.193868798270137,0.7210898028392478,70.0,-70.0,0.0,0.0
2.0,1.048095307120724,-5.239813503062421,10.969999982550846,,25.47922054018331,8.90218115802539,30.0,-30.0,0.0,0.0
2.0,1.0499999982650596,-1.0162267156770362,0.5699999667279789,,3.5879402175692157,1.1973153215777579,20.0,-20.0,0.0,0.0
3.0,1.0485670285384994,-4.883740679204617,0.0,,1.5942069949407347,0.5239904996019799,,,0.0,0.0
3.0,1.044187129035821,-4.776351676201801,0.0,,24.686435965245902,8.77700979868173,,,0.0,0.0
2.0,1.0490451907565217,-4.710294792274939,1.1199999906382125,,2.615640621920096,0.859719497285292,10.0,-10.0,0.0,0.0
3.0,1.045178534263007,-3.811297445713212,0.0,,4.916510988285379,2.140108651189438,,,0.0,0.0
3.0,1.0499999986790935,4.635134961849709,0.0,,0.0,0.0,,,0.0,0.0
3.0,1.049999998433529,5.311721312544755,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.0499993482471386,5.20954761149005,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.0499999985919204,2.9862972563441503,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.0499932406664685,-8.011732842261257,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.048858747853615,-11.8640758806778,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.047277027699508,-10.606837270218683,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.0472770290940672,-10.60683727870452,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.0472770300115986,-10.606837283964705,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.0499941001023236,-1.0161974729239387,0.0,,0.0,0.0,,,1.0,1.0
2.0,,,,,0.0,0.0,1000.0,-1000.0,0.0,0.0
2.0,,,,,0.0,0.0,1000.0,-1000.0,0.0,0.0
1.0,1.049999741081723,0.0,0.0,,0.0,0.0,,,1.0,1.0
3.0,1.04877216727335,-3.049311213729781,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.0499148812524526,-2.6214993597411325,1.279999995813956,,2.0649873272886428,0.6787285118755599,10.0,-10.0,0.0,0.0
2.0,1.0480607372988318,-2.2285437576572877,4.45814304357075e-10,,3.208986910886405,1.2758088570152109,20.0,-20.0,0.0,0.0
3.0,1.0467820842493092,2.346382450005315,0.0,,1.7206137551083085,0.5655383924562181,,,0.0,0.0
3.0,1.047632319435726,-2.645915973493086,0.0,,0.3941215513981774,0.2371557780850254,,,0.0,0.0
2.0,1.049995119829512,3.511200797330194,8.674442710181138,,4.016436036206598,1.5923509424991855,40.0,-40.0,0.0,0.0
3.0,1.0489631786581228,0.3928863215039769,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.0499498717210711,3.2090946698086715,2.299999941170725,,0.9536773003498555,0.3490827240055405,20.0,-20.0,0.0,0.0
2.0,1.0499999892305778,-0.8486692523239476,0.4799999999188663,,2.015522882996223,0.8385444448362438,10.0,-10.0,0.0,0.0
2.0,1.049629673406363,-4.175489243098742,5.759999989540161,,7.299638622339526,2.5855613918189526,30.0,-30.0,0.0,0.0
2.0,1.0499999997764335,1.8450283382820292,18.099999661775957,,2.5803041565528404,1.1167580484706159,40.0,-40.0,0.0,0.0
2.0,1.0488053913977269,-4.9716993858866765,5.619999996630813,,2.9100824630807436,1.0488755304400892,40.0,-40.0,0.0,0.0
2.0,1.0494601160585484,-4.450717269869553,0.8299999965339747,,1.0812332804566447,0.433023099602849,10.0,-10.0,0.0,0.0
2.0,1.049999998992525,-2.878076656023035,7.899999996035868,,1.7565930160058958,0.5773642036293384,10.0,-10.0,0.0,0.0
2.0,1.0498359604738503,-4.080256962955919,8.009999985428486,,2.5322324695744887,0.8861227991281133,40.0,-40.0,0.0,0.0
2.0,1.045706638273336,-12.47308997475565,0.2499999999378081,,3.5486164600132097,1.166373825782427,10.0,-10.0,0.0,0.0
3.0,1.0413636769732797,-12.411816405690676,0.0,,12.807279759434032,4.6739518157302795,,,0.0,0.0
2.0,1.049999999910873,4.218526305643696,1.2215072327216988e-06,,0.0,0.0,20.0,-20.0,0.0,0.0
3.0,1.0466470770857257,-8.210387667811053,0.0,,2.8241583299633275,0.9282559535674291,,,0.0,0.0
3.0,1.0486429160471988,-3.717578359143488,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.0499999956992918,4.322543599489448,15.800000603466858,,-1.65324001993495,3.034785396147133e-22,40.0,-40.0,0.0,0.0
2.0,1.0499999985190651,-4.996797147018469,12.02999999360082,,16.70356453133477,6.1856143161153705,50.0,-50.0,0.0,0.0
2.0,1.049999999358737,-8.63099398153098,0.829999997898289,,1.406435042465236,0.4622728434248826,20.0,-20.0,0.0,0.0
2.0,1.0499926022313366,-3.922459980896467,2.1999999968689488,,2.2231541773658954,0.7307154414621612,30.0,-30.0,0.0,0.0
2.0,1.0499999996520837,-3.3819043396539747,8.40999999161472,,2.303346487955075,1.0219623483285458,20.0,-20.0,0.0,0.0
2.0,1.0475465330731617,-10.923400215435755,2.299999998334274,,10.271703926898386,3.8325869326964055,10.0,-10.0,0.0,0.0
3.0,1.0492147450310003,2.0626282561589973,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.049999999752993,-8.560156923881594e-07,33.99999997346748,,2.195741431618941,0.7217053076558276,70.0,-70.0,0.0,0.0
2.0,1.0482601553911903,-5.285337568590969,10.96999999365883,,24.62445282298685,8.51319200389264,30.0,-30.0,0.0,0.0
2.0,1.0499999993819265,-1.175114320192448,0.5699999866077935,,3.5944792241050605,1.1983373209799049,20.0,-20.0,0.0,0.0
3.0,1.0487212947130462,-4.920016308533108,0.0,,1.5955677714766774,0.5244377652200446,,,0.0,0.0
3.0,1.0445563220153202,-4.738114795019031,0.0,,23.967868617325653,8.378184772463838,,,0.0,0.0
2.0,1.0492144715591094,-4.688004774130093,1.1199999965046705,,2.5407575520088503,0.8351066224584679,10.0,-10.0,0.0,0.0
3.0,1.0454467004025991,-4.482419155348188,0.0,,5.177765710140543,2.0303747122879687,,,0.0,0.0
3.0,1.0499999995343237,3.513130710578733,0.0,,0.0,0.0,,,0.0,0.0
3.0,1.0499999994795703,4.322543586979448,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.0499995638120552,4.2185277488168165,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.0499999995093403,2.058858200174752,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.049994409247819,-8.630964388302116,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.0487176340122129,-12.434624192675146,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.0475465321869664,-10.923400210227792,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.0475465326902909,-10.923400213289346,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.047546533020816,-10.92340021518744,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.0499951232594111,-1.1750901446586648,0.0,,0.0,0.0,,,1.0,1.0
2.0,,,,,0.0,0.0,1000.0,-1000.0,0.0,0.0
2.0,,,,,0.0,0.0,1000.0,-1000.0,0.0,0.0
1.0,1.049999380457628,0.0,0.0,,0.0,0.0,,,1.0,1.0
3.0,1.049077200107052,-4.56489589271483,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.0497148472268318,-4.373162443935434,1.279999923950431,,2.0619830637717502,0.6777410582097886,10.0,-10.0,0.0,0.0
2.0,1.0479256433224808,-4.255997065251803,6.4686536493156e-09,,3.026259311712783,1.172658035729642,20.0,-20.0,0.0,0.0
3.0,1.047000848958518,-0.2367952824677654,0.0,,1.718110506268557,0.5647156143512844,,,0.0,0.0
3.0,1.0477167742592175,-4.458385748762432,0.0,,0.3400853579243822,0.23681075008291338,,,0.0,0.0
2.0,1.0499916201333468,0.5440081668975447,4.480521883308814,,3.7965323164748748,1.458000754948565,40.0,-40.0,0.0,0.0
3.0,1.049092127135502,-2.078970886581489,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.0498529744043117,0.4260336985167438,2.29999869072938,,0.9286986725245739,0.3485748581807732,20.0,-20.0,0.0,0.0
2.0,1.049647925710607,-3.1417235659600755,0.47999999880112865,,2.081845330472331,0.7599150376641045,10.0,-10.0,0.0,0.0
2.0,1.0497655175561489,-4.343856449550205,5.759999763575713,,6.884253801199224,2.347226432672122,30.0,-30.0,0.0,0.0
2.0,1.0499999957612738,-0.299941735714718,15.066283244801735,,2.5418417395029462,1.0213346930800775,40.0,-40.0,0.0,0.0
2.0,1.049160057700672,-4.969314506861133,5.619999925885083,,2.9194788954928748,1.0473495653902212,40.0,-40.0,0.0,0.0
2.0,1.049666742227234,-4.491759869037506,0.8299999200143681,,1.0910949964091394,0.4323931124436461,10.0,-10.0,0.0,0.0
2.0,1.0499999855181323,-3.033189894571838,7.899999902816986,,1.7540374224473894,0.5765242206473599,10.0,-10.0,0.0,0.0
2.0,1.0499765094219335,-4.361845336374802,8.009999673496583,,2.582105675179883,0.9047394125201964,40.0,-40.0,0.0,0.0
2.0,1.0458513039160795,-13.364089224192004,0.24999999907572756,,3.543453726651421,1.1646769173871305,10.0,-10.0,0.0,0.0
3.0,1.041853434498882,-13.360638557593646,0.0,,12.442669785408377,4.286405512896216,,,0.0,0.0
2.0,1.0499997908165055,1.6680829700417374,6.091210278865999e-06,,0.0,0.0,20.0,-20.0,0.0,0.0
3.0,1.046707431171301,-8.919318652541957,0.0,,2.820049580372221,0.926905472884672,,,0.0,0.0
3.0,1.0488287939930023,-4.812579949617939,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.0499999860056193,1.775954575712838,15.800005297468141,,-2.300100029037984,6.773399703382143e-19,40.0,-40.0,0.0,0.0
2.0,1.0499999774674618,-5.646830140209117,12.029999878439433,,16.22683947050804,5.659714195502999,50.0,-50.0,0.0,0.0
2.0,1.049999988283718,-9.759972471665105,0.8299999653879141,,1.404388879066981,0.4616003020392773,20.0,-20.0,0.0,0.0
2.0,1.0499999833795268,-4.112438590329003,2.199999924610654,,2.263544198807389,0.7439909995178137,30.0,-30.0,0.0,0.0
2.0,1.049999994776246,-4.22306983999587,8.409999826788052,,2.119988075926818,0.9263657550635309,20.0,-20.0,0.0,0.0
2.0,1.0477732970821831,-11.69493448801528,2.299999972181422,,10.285086738326342,3.599356763957086,10.0,-10.0,0.0,0.0
3.0,1.0494756986442226,-0.2370495106423574,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.0499999970516622,-2.0404825790591705e-06,33.999999125587614,,2.1925469394356867,0.7206553288510739,70.0,-70.0,0.0,0.0
2.0,1.0486757088154954,-5.266276823017683,10.969999862993244,,22.143828484597208,7.576589478962749,30.0,-30.0,0.0,0.0
2.0,1.0499999753121707,-2.737893789899518,0.5699997423334802,,3.595020231261026,1.1965939102350658,20.0,-20.0,0.0,0.0
3.0,1.0490436553185345,-4.926906691763799,0.0,,1.593246446797716,0.5236747826951106,,,0.0,0.0
3.0,1.0453708072543406,-4.619259314551102,0.0,,21.67821970871592,7.425922872249952,,,0.0,0.0
2.0,1.049521285778832,-4.620511795451382,1.1199999177340618,,2.6514433010750924,0.871487268846358,10.0,-10.0,0.0,0.0
3.0,1.0461711476274278,-5.806611849550084,0.0,,5.164715153905936,1.835982505682101,,,0.0,0.0
3.0,1.049999991134876,0.5499003041898789,0.0,,0.0,0.0,,,0.0,0.0
3.0,1.049999989785898,1.775954563202838,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.0499989399779988,1.6680857857024145,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.0499999907813489,-0.239566041663738,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.0499848293833935,-9.759892222638111,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.0484994903393778,-13.381241126142143,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.0477732824467456,-11.69493440210121,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.0477732907171808,-11.694934452374522,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.0477732961192634,-11.6949344834583,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.0499890278015702,-2.7378395127504747,0.0,,0.0,0.0,,,1.0,1.0
2.0,,,,,0.0,0.0,1000.0,-1000.0,0.0,0.0
2.0,,,,,0.0,0.0,1000.0,-1000.0,0.0,0.0
1.0,1.0499992709584527,0.0,0.0,,0.0,0.0,,,1.0,1.0
3.0,1.0493450670832074,-5.332639063795987,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.049582946794566,-5.3570383860267725,1.2799999224193492,,2.037223788580806,0.6696030779987758,10.0,-10.0,0.0,0.0
2.0,1.0478709658684642,-5.518068603057645,4.822550503455504e-09,,2.8898681428995077,1.077399525441195,20.0,-20.0,0.0,0.0
3.0,1.0472463162537609,-2.0386734973755414,0.0,,1.6974802830719884,0.55793478790028,,,0.0,0.0
3.0,1.0478593983778053,-5.492971081051507,0.0,,0.20678985356198878,0.23396724344481723,,,0.0,0.0
2.0,1.049988759472578,-1.6568424489781886,8.9523979357159e-06,,3.4259409016096716,1.3196140630702848,40.0,-40.0,0.0,0.0
3.0,1.0491453978789311,-3.774250160251743,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.049817273284125,-1.5784996658771242,2.2999819673646966,,0.873999115585591,0.34438934328010506,20.0,-20.0,0.0,0.0
2.0,1.0491591624135923,-4.641930255999346,0.4799999990955922,,2.080264748578649,0.6946508770505683,10.0,-10.0,0.0,0.0
2.0,1.0498813972338323,-4.077213122268158,5.759999651200563,,6.3394779897087865,2.103947989605265,30.0,-30.0,0.0,0.0
2.0,1.0499999958034711,-1.982170704022088,11.988251450053236,,2.48328343837328,0.91676801909075,40.0,-40.0,0.0,0.0
2.0,1.049444625821615,-4.495539679767893,5.6199998939773455,,2.8531258506687043,1.0347735085999297,40.0,-40.0,0.0,0.0
2.0,1.0497648595173283,-4.193853542036569,0.8299998803995554,,1.0559048262068476,0.4272011493040079,10.0,-10.0,0.0,0.0
2.0,1.0499999890527747,-2.897339067478346,7.899999828681631,,1.7329758065686682,0.5696016022786414,10.0,-10.0,0.0,0.0
2.0,1.049999962297363,-4.10595414659487,8.009999509011756,,2.7361969873094223,0.96770309695491,40.0,-40.0,0.0,0.0
2.0,1.0459412985406586,-13.507711799267398,0.24999999930130776,,3.500905682738753,1.1506920516465842,10.0,-10.0,0.0,0.0
3.0,1.0423432646423938,-13.521654407592528,0.0,,11.841821476148155,3.920546151155503,,,0.0,0.0
2.0,1.0499900212328512,-0.1018043201544977,1.8361613469324326e-06,,0.0,0.0,20.0,-20.0,0.0,0.0
3.0,1.0467903376880932,-9.07449952775338,0.0,,2.786187816500686,0.9157756493267787,,,0.0,0.0
3.0,1.0489634309913904,-5.199109570724635,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.0499999883032725,0.0105561812509123,15.800002107998841,,-3.058594809275816,-3.851254824868255e-18,40.0,-40.0,0.0,0.0
2.0,1.0499999855330395,-5.832177688238038,12.029999874113702,,15.489938698174718,5.1651876599162385,50.0,-50.0,0.0,0.0
2.0,1.0499999874221932,-10.1177902564804,0.8299999697290934,,1.3875256703710195,0.4560576333786009,20.0,-20.0,0.0,0.0
2.0,1.049999991845148,-3.947580495441285,2.199999885164153,,2.398160437303668,0.7882372174105073,30.0,-30.0,0.0,0.0
2.0,1.0499999957193036,-4.392814055505313,8.409999777791628,,1.7480995666798957,0.8261390923507618,20.0,-20.0,0.0,0.0
2.0,1.047831269039408,-11.82617081240817,2.29999997560851,,10.1640339468797,3.3705495490873596,10.0,-10.0,0.0,0.0
3.0,1.0496906052801398,-1.7618822819418996,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.0499999973045362,-2.403682789325464e-06,31.734672380897486,,2.166219917649556,0.7120020552532749,70.0,-70.0,0.0,0.0
2.0,1.0490607079002312,-4.734701495790013,10.969999810467362,,19.113403618973795,6.450735285645157,30.0,-30.0,0.0,0.0
2.0,1.0499933422875007,-3.8329368642498856,0.5699997445371875,,3.5546357737009426,1.1822258009931184,20.0,-20.0,0.0,0.0
3.0,1.0492879240522393,-4.49047263307127,0.0,,1.5741155296159317,0.5173867542999648,,,0.0,0.0
3.0,1.046152015328614,-4.232802192115498,0.0,,18.703317578267733,6.291088475404494,,,0.0,0.0
2.0,1.0496421047233715,-4.268417790697711,1.1199998724284534,,3.0438309506037804,1.000458852314932,10.0,-10.0,0.0,0.0
3.0,1.0467823549717483,-6.3802133573654745,0.0,,5.004631671066892,1.668487030712231,,,0.0,0.0
3.0,1.049999990453887,-1.6468592761114715,0.0,,0.0,0.0,,,0.0,0.0
3.0,1.049999992083551,0.0105561687409121,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.049989870409367,-0.101803821037506,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.0499999907602158,-1.7633669849769027,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.0499896441862937,-10.117735500886562,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.0483110264004512,-13.540145572416163,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.047831257692436,-11.826170745807188,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.0478312640785474,-11.826170784634158,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.0478312682478164,-11.826170808664006,0.0,,0.0,0.0,,,1.0,1.0
2.0,1.049987261461193,-3.832906716014673,0.0,,0.0,0.0,,,1.0,1.0
2.0,,,,,0.0,0.0,1000.0,-1000.0,0.0,0.0
2.0,,,,,0.0,0.0,1000.0,-1000.0,0.0,0.0
1.0,1.049999171948386,0.0,0.0,,0.0,0.0,,,1.0,1.0
3.0,1.0493317490864424,-5.30864926596875,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.0496171300749308,-5.334532592979013,1.279999913530058,,2.04737612736203,0.6729399903865552,10.0,-10.0,0.0,0.0
2.0,1.0479491337573803,-5.435203266526562,5.323173861188966e-09,,2.898796084531314,1.0991159348171209,20.0,-20.0,0.0,0.0
3.0,1.0471743484632074,-2.024155054737306,0.0,,1.7059395377718365,0.5607152104617796,,,0.0,0.0
3.0,1.0479637546337923,-5.39349319689705,0.0,,0.04395377108490962,0.23513320014160968,,,0.0,0.0
2.0,1.049988526500923,-1.570786246151077,4.297794077011819e-06,,3.28092439179589,1.333975017987464,40.0,-40.0,0.0,0.0
3.0,1.0491564695813236,-3.71116968044996,0.0,,0.0,0.0,,,0.0,0.0
2.0,1.0497108067359289,-1.598854239688375,1.8459341040129527,,0.8221213927190706,0.3461055795155255,20.0,-20.0,0.0,0.0
2.0,1.0491750244428082,-4.611939083025969,0.47999999900058443,,2.1608182020460696,0.7158736823887542,10.0,-10.0,0.0,0.0
2.0,1.049859775617226,-4.1633403554365005,5.75999962408831,,6.448773859469316,2.1276629061924432,30.0,-30.0,0.0,0.0
2.0,1.049999995459894,-2.0169417487974703,12.317070558715479,,2.554164387470703,0.9209335082692002,40.0,-40.0,0.0,0.0
2.0,1.0494758650454834,-4.534606636273409,5.619999883295381,,2.809883123822019,1.039930218078794,40.0,-40.0,0.0,0.0
2.0,1.0497896212053466,-4.260993240323147,0.8299998701128812,,1.0202179032997187,0.42933007142821095,10.0,-10.0,0.0,0.0
2.0,1.0499999880828803,-2.968192598766481,7.899999816321132,,1.741611950318102,0.5724401654591201,10.0,-10.0,0.0,0.0
2.0,1.049999957073339,-4.151647232233593,8.00999946049326,,2.837268082660389,1.0213748794074624,40.0,-40.0,0.0,0.0
2.0,1.0459113912650342,-13.75836688936466,0.24999999922853267,,3.51835216099583,1.1564264317410342,10.0,-10.0,0.0,0.0
3.0,1.042213398871435,-13.762586771705337,0.0,,12.098643426725356,3.9927338418743217,,,0.0,0.0
2.0,1.0499907479983823,0.0259148744714002,1.441013563884231e-06,,0.0,0.0,20.0,-20.0,0.0,0.0
